Livro,Preco,Disponivel,Quantidade,Avaliacao,Categoria,UCP
The Selfish Gene,29.45,True,1,1,Science,6f2c0a9adbb2bca9
The Tumor,41.56,True,1,5,Nonfiction,6514add13c82b115
The Story of Hong Gildong,43.19,True,1,4,Classics,32d035df92ab9080
The Silent Twin (Detective Jennifer Knight #3),36.25,True,1,3,Fantasy,9e9932ae1a7d0943
The Silent Wife,12.34,True,1,5,Fiction,b78deb463531d078
Three Wishes (River of Time: California #1),44.18,True,1,2,Science Fiction,460f97a346b44bac
Ways of Seeing,39.51,True,1,5,Art,66a4e422b212726a
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,True,1,1,Paranormal,e7e87087b1a44711
Travels with Charley: In Search of America,57.82,True,1,5,Nonfiction,0268f149d014b389
This One Moment (Pushing Limits #1),48.71,True,1,1,Romance,d6d98d3508c30f57
The Zombie Room,19.69,True,1,5,Default,9c96cd1329fbd82d
When I'm Gone,51.96,True,1,3,Fiction,c5f91eb481427dc5
While You Were Mine,41.32,True,1,5,Historical Fiction,8ceb5c6aed2c5f8b
Where Lightning Strikes (Bleeding Stars #3),39.77,True,1,3,Romance,def389ddfda6991b
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,True,1,4,Sequential Art,09d26b5f819c6a36
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,True,2,4,Childrens,d7b463918d3b8c39
The Secret Healer,34.56,True,1,3,Historical Fiction,38f776ab9118aed7
The Light of the Fireflies,54.43,True,1,1,Add a comment,04e43893e32f9d29
The Little Prince,45.42,True,1,2,Classics,1aeca7d078d57deb
The Communist Manifesto,14.76,True,1,3,Add a comment,18b4545a5ed15581
The Complete Maus (Maus #1-2),10.64,True,1,3,Sequential Art,3301af038a720587
The Edge of Reason (Bridget Jones #2),19.18,True,1,4,Womens Fiction,29fc016c459aeb14
Twenty Love Poems and a Song of Despair,30.95,True,1,4,Poetry,e63c3f25338baf9a
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,True,1,2,Sequential Art,dac9d1e654fac737
The End of the Jesus Era (An Investigation #1),14.40,True,1,1,Nonfiction,09659d1639a1f978
The Girl In The Ice (DCI Erika Foster #1),15.85,True,1,3,Mystery,ee61197edb882599
The Girl You Lost,12.29,True,1,5,Mystery,4280ac3eab57aa5d
The Haters,27.89,True,1,5,Young Adult,fff8a057a40c4a60
The Hook Up (Game On #1),36.29,True,1,5,New Adult,6e473eff459e809f
The Iliad,16.16,True,1,1,Add a comment,86d8bd7afa5b51b3
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,True,1,1,Fantasy,c40b70e0f6d80189
The Last Girl (The Dominion Trilogy #1),36.26,True,1,2,Science Fiction,16c71736dae78764
The Nicomachean Ethics,36.34,True,1,1,Philosophy,5c10b64db3e4f228
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,True,1,4,Mystery,b0913e67d38d5ed5
The Name of the Wind (The Kingkiller Chronicle #1),50.59,True,1,3,Default,c8614adb1a90b027
The Odyssey,29.64,True,1,3,Add a comment,f0512adadffd2480
The Republic,33.78,True,1,3,Add a comment,0ec9d2b018fb10d8
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,True,1,3,Sequential Art,5faefdc861684eb1
Shameless,58.35,True,1,3,New Adult,c068c013d6921fea
The Bhagavad Gita,57.49,True,1,3,Religion,f3a0b8c835129558
Origins (Alphas 0.5),28.99,True,1,1,Fantasy,8932e5c12f12ffed
One Second (Seven #7),52.94,True,1,2,Fantasy,7ea31f38675b91c1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,True,1,3,Sequential Art,326825e02a198cf6
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,True,1,4,Sequential Art,bcbcbcf0f6ed196f
Paradise Lost (Paradise #1),24.96,True,1,1,Default,849db7ab7f4a640c
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,True,1,1,Sequential Art,4f64568dfefa3ce7
Settling the Score (The Summer Games #1),44.91,True,1,2,Sports and Games,132adf7335bb384a
Sense and Sensibility,37.46,True,1,1,Classics,35e44170702139a4
"Rhythm, Chord & Malykhin",28.34,True,1,2,Romance,9efb397067eb7e8a
Shadow Rites (Jane Yellowrock #10),21.72,True,1,4,Fantasy,229cd6564bf0dce4
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,True,1,5,Sequential Art,3cdca3b4a93980f5
Shatter Me (Shatter Me #1),42.40,True,1,1,Default,9ed7090d8fa690b0
Sister Sable (The Mad Queen #1),13.33,True,1,3,Fantasy,3a9a7c5895e82646
Starlark,25.83,True,1,3,Historical Fiction,e25164e5b3fe208b
The Art of Not Breathing,40.83,True,1,4,Young Adult,5bc1fbccfbf2355c
Taking Shots (Assassins #1),18.88,True,1,2,Default,a7eef9d6795422c1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,True,1,3,Sequential Art,2ac720f76384c57e
On the Road (Duluoz Legend),32.36,True,1,3,Default,9ff997ab15713e53
Meditations,25.89,True,1,2,Philosophy,4f19709e47883df5
The Bette Davis Club,30.66,True,1,3,Fiction,dfb0849016bc122c
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,True,1,4,Sequential Art,35a60467893aa168
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,True,1,4,Sequential Art,eb0fe24bbc845ecc
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,True,1,4,Science Fiction,6717a70913b3db79
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,True,1,5,Sequential Art,72e6fbf4f6382557
Imperfect Harmony,34.74,True,1,4,Romance,f28f7299d38c0932
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,True,1,3,Sequential Art,6fe02600f322a0a9
Jane Eyre,38.43,True,1,5,Default,8d390a1fc3133d06
Listen to Me (Fusion #1),58.99,True,1,3,Romance,6e712ea24e77bd96
Kitchens of the Great Midwest,57.20,True,1,5,Fiction,06f6a57a6d532844
Lord of the Flies,24.89,True,1,3,Add a comment,71a6471bbdac21d9
Matilda,28.34,True,1,1,Childrens,1053fb7ee17a1f33
Myriad (Prentor #1),58.75,True,1,4,Fantasy,63e20a0f98218a87
Of Mice and Men,47.11,True,1,2,Classics,39592d9d72e717c4
Off Sides (Off #1),39.45,True,1,5,New Adult,b6f1cfadc4dd79d4
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,True,1,2,Music,a1985630339f4b3d
Frankenstein,38.00,True,1,2,Default,a492f49a3e2b6a71
Lost Among the Living,27.70,True,1,4,Historical Fiction,d510567580c8be52
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,True,1,4,Religion,a812f6969ddf3e39
"1,000 Places to See Before You Die",26.08,True,1,5,Travel,228ba5e7577e1d49
Deep Under (Walker Security #1),47.09,True,1,5,Romance,0072b94dfa30608e
"Eat, Pray, Love",51.32,True,1,3,Nonfiction,df56868afd166557
1st to Die (Women's Murder Club #1),53.98,True,1,1,Mystery,f684a82adc49f011
A Spy's Devotion (The Regency Spies of London #1),16.97,True,1,5,Historical Fiction,19fec36a1dfb4c16
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,True,1,1,Classics,cd2a2a70dd5d176d
Beyond Good and Evil,43.38,True,1,1,Philosophy,08672cd59171d5e4
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,True,1,5,Sequential Art,099fae4a0705d63b
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,True,1,4,Sequential Art,bfd5e1701c862ac3
My Perfect Mistake (Over the Top #1),38.92,True,1,2,Romance,fd78f89878479f56
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,True,1,3,Childrens,1774749f2cee292f
Icing (Aces Hockey #2),40.44,True,1,4,Sports and Games,3455b45888fb5053
Blood Defense (Samantha Brinkman #1),20.30,True,1,3,Mystery,95cdfd514098c38b
Bright Lines,39.07,True,1,5,Fiction,230ac636ea0ea415
Bounty (Colorado Mountain #7),37.26,True,1,4,Romance,abc0b15f2c907ff0
Bridget Jones's Diary (Bridget Jones #1),29.82,True,1,1,Womens Fiction,a2b4b685dfa94733
Charity's Cross (Charles Towne Belles #4),41.24,True,1,1,Romance,a96404cb928895f3
Emma,32.93,True,1,2,Classics,2e69730561ed70ad
Fighting Fate (Fighting #6),39.24,True,1,3,Romance,6390772a3094939d
Forever Rockers (The Rocker #12),28.80,True,1,3,Music,e564c3f1a93ccf2e
